deafvideo_5/deafvideotv_7096,wow,23
youtube_5/david_o._reynolds_5807,ed,14
Batch4/Carb_Nets_Examples_4_0_7,or,5
deafvideo_3/joan_3628,refom,34
Batch6/1st_part-Intonation_in_10_0_2,simcom,28
Batch5/CRTC_2013-155_Jodi_8_0_9,out,15
Batch5/David_Geeslin-Community_10_0_3,what,11
aslized/unknown_male_1_1728,lsm,24
youtube_6/unknown_female_2_6404,berkeley,38
Batch7/Sepsis_10_0_5,er,12
Batch5/David_Geeslin-Community_5_0_8,are,5
Batch4/Carb_Nets_Examples_8_0_3,fat,6
Batch5/Cyberbullying_Community_7_0_0,so,10
Batch7/Sepsis_11_0_0,er,14
deafvideo_4/floridaaahh_5684,ok,20
aslized/unknown_male_1_1719,video,25
Batch5/DC_Earthquake_1_0_1,pm,18
Batch9/Harry_Potter_Tag_6_0_19,clak,19
Batch5/Deaf_advocacy_and_9_0_8,zip,15
Batch5/Deaf_advocacy_and_7_0_1,vps,20
Batch4/CAN_DEAF_DRIVE_THRU_5_0_0,treated,44
deafvideo_3/kathyfans_3459,at,7
Batch6/For_Pearlene_Utley_4_0_8,whole,19
Batch6/Act_Now_to_Protect_Schools_7_0_2,of nad,33
Batch4/Carb_Nets_Examples_27_0_5,blizard,41
deafvideo_4/deafvideotv_5007,of,5
Batch6/1st_part-Intonation_in_10_0_1,simcom,25
Batch6/Act_Now_to_Protect_Schools_6_0_11,updates,31
Batch9/Harry_Potter_Tag_6_0_12,bck,12
Batch7/Sepsis_10_0_0,vet,30
Batch4/Disc_Golf_WeekendExperience_10_0_4,stroke,25
youtube_5/keith_nolan_6024,bills,16
youtube_1/michael_hubbs_3130,ice,14
Batch5/CRTC_2013-155_Jodi_8_0_4,age,13
youtube_4/amy_cohen_elfron_5770,dr. elisabeth zinser,128
Batch5/DC_Earthquake_7_0_4,va,13
youtube_5/david_o._reynolds_5809,biliual,26
youtube_5/storm_smith_6280,premie,12
deafvideo_5/deafvideotv_7097,dvtvtv,30
deafvideo_5/kathyfans_6364,cool,21
deafvideo_5/shebaby_7075,star,18
Batch4/Disc_Golf_WeekendExperience_4_0_2,score,17
Batch6/ASL_for_Bacteria_1_0_9,rx,8
deafvideo_4/floridaaahh_5704,so,10
Batch4/Carb_Nets_Examples_28_0_5,willkor,27
Batch9/Math_Fantasy_Gender_3_0_0,bn,10
Batch6/Approaches_to_Assessment_1_0_4,quiz,27
Batch9/Star_Wars_Day-VEDIM_3_0_4,fairy,27
Batch5/Deaf_Awareness_Month-William_3_0_2,dc,14
Batch9/Star_Wars_Day-VEDIM_7_0_10,revenge of sith,49
Batch6/For_Pearlene_Utley_11_0_5,so,16
deafvideo_3/kathyfans_3480,bak,10
Batch9/Math_Fantasy_Gender_6_0_8,qoad,28
Batch4/Carb_Nets_Examples_23_0_6,carb,15
Batch9/TEDxIslay-Wayne_Betts_Jr_19_0_0,flow,22
youtube_5/david_o._reynolds_5803,f est,34
deafvideo_1/daniel_lundberg_1000,conquer,28
Batch6/ASL_Morning_Message_2_0_2,ally,14
Batch6/Approaches_to_Assessment_9_0_1,subjective,39
Batch4/Can_Numbers_Be_Lexicalized_0_0_4,lexicalized,38
Batch4/Carb_Nets_Examples_18_0_3,carb,16
Batch5/DC_Earthquake_11_0_4,so,7
Batch4/Carb_Nets_Examples_1_0_4,dietary fiber grams,184
misc_2/genie_gertz_2891,movement,33
Batch5/Cyberbullying_Community_2_0_8,victim,20
misc_2/genie_gertz_2888,ok,9
Batch4/Disc_Golf_WeekendExperience_1_0_3,wraith,59
Batch9/Math_Fantasy_Gender_7_0_8,spirits,26
Batch5/CRTC_2013-155_Jodi_5_0_4,ed,19
Batch9/TEDxIslay-Wayne_Betts_Jr_15_0_2,props,21
Batch4/Can_Numbers_Be_Lexicalized_1_0_2,no,49
youtube_6/unknown_female_2_6405,raphy domingo,69
Batch5/DC_Earthquake_8_0_5,liner,25
deafvideo_5/deafvideotv_7095,rg,16
Batch5/CRTC_2013-155_Jodi_0_0_0,jodi birley,92
deafvideo_4/deafvideotv_5004,riot,15
deafvideo_5/shebaby_7074,star,24
Batch9/TEDxIslay-Wayne_Betts_Jr_16_0_2,editing,23
Batch6/For_Pearlene_Utley_7_0_5,cucumbers,48
Batch5/David_Geeslin-Community_11_0_6,do,7
Batch4/Disc_Golf_WeekendExperience_2_0_6,zipline,46
Batch6/ASL_Morning_Message_8_0_3,lgbt,22
Batch6/For_Pearlene_Utley_4_0_6,vegit,29
Batch6/ASL_Morning_Message_0_0_2,oct,9
Batch6/For_Pearlene_Utley_5_0_4,sport,29
Batch6/Approaches_to_Assessment_10_0_1,process,41
Batch5/Deaf_Awareness_Month-William_1_0_7,he,9
misc_2/genie_gertz_2922,dbc,19
Batch5/Deaf_advocacy_and_3_0_2,shock,23
youtube_1/guthrie_nutter_3235,rosa lee timm,73
Batch6/AFA_Rally_2011_1_0_0,agbell,42
deafvideo_5/shebaby_7078,star,27
Batch7/Sepsis_0_0_0,sepsis,46
deafvideo_3/wnoakley_4641,wifi,29
Batch9/Politics_Sci-fi_and_Action_2_0_0,by,5
Batch6/ASL_for_Bacteria_0_0_7,glycan,15
Batch9/TEDxIslay-Wayne_Betts_Jr_2_0_1,redure,18
Batch5/Cyberbullying_Community_7_0_3,am,10
Batch5/DC_Earthquake_6_0_2,tectonic plate,84
Batch6/For_Pearlene_Utley_11_0_3,coconut soy,48
deafvideo_5/deafvideotv_7254,psrd,22
Batch6/Act_Now_to_Protect_Schools_7_0_3,behalf of,22
Batch6/ASL_for_Bacteria_1_0_5,bacteria,31
Batch4/Carb_Nets_Examples_30_0_7,fat,22
deafvideo_5/deafvideotv_7277,lik,20
Batch4/Carb_Nets_Examples_6_0_3,tbsp,41
Batch7/Sepsis_0_0_1,septmrica,98
Batch5/Deaf_advocacy_and_2_0_4,asl,14
Batch5/David_Geeslin-Community_5_0_4,do,4
Batch4/Disc_Golf_WeekendExperience_4_0_0,paul,19
Batch4/Disc_Golf_WeekendExperience_9_0_0,ace,30
Batch5/Deaf_advocacy_and_4_0_4,if vps,42
Batch6/AFA_Rally_2011_8_0_0,afa rally,33
youtube_5/keith_nolan_6020,lafayette park,87
Batch9/TEDxIslay-Wayne_Betts_Jr_14_0_3,dt,21
Batch5/David_Geeslin-Community_13_0_6,its,6
deafvideo_1/daniel_lundberg_0968,pharmacology,78
Batch9/Math_Fantasy_Gender_3_0_5,was,11
deafvideo_5/deafvideotv_7098,do,40
Batch4/Can_Numbers_Be_Lexicalized_2_0_0,lexicalized,33
Batch4/Disc_Golf_WeekendExperience_1_0_0,all,12
Batch5/David_Geeslin-Community_9_0_0,asl,21
Batch9/TEDxIslay-Wayne_Betts_Jr_13_0_3,scpt,20
aslized/raychelle_harris_7018,co sage publications,55
Batch6/For_Pearlene_Utley_6_0_3,processed,29
Batch9/Etymology-ASL_Ponderings_3_0_4,fit,9
Batch4/Can_Numbers_Be_Lexicalized_3_0_0,lexicalized,15
Batch9/Harry_Potter_Tag_6_0_4,transfiguration,63
deafvideo_3/deaf_power_rob_3092,jets,22
misc_2/genie_gertz_2889,it,4
Batch6/ASL_for_Bacteria_0_0_6,peptidoglycan,72
aslized/unknown_female_1_0315,jasll,51
youtube_5/david_o._reynolds_5812,ndec,36
Batch9/Harry_Potter_Tag_6_0_7,so,13
Batch5/CRTC_2013-155_Jodi_4_0_6,dits,31
Batch6/ASL_for_Bacteria_11_0_0,gram postive,31
Batch9/TEDxIslay-Wayne_Betts_Jr_3_0_7,acin,14
youtube_5/storm_smith_6267,storm th,41
deafvideo_4/floridaaahh_5717,super,28
Batch6/2nd_part-Simultaneous_communication_impacts_1_0_0,ok ok ok,19
youtube_1/guthrie_nutter_3224,us,14
aslized/unknown_female_1_0321,jasll journal of,62
Batch4/Can_Numbers_Be_Lexicalized_0_0_0,lynn jacobowitz,109
deafvideo_1/daniel_lundberg_0962,organic,46
Batch5/CRTC_2013-155_Jodi_8_0_7,is,7
youtube_2/jessi_rogers_3444,daniels,40
misc_2/genie_gertz_2910,all,40
Batch9/TEDxIslay-Wayne_Betts_Jr_20_0_0,al,6
Batch6/For_Pearlene_Utley_1_0_2,wt out,22
Batch6/ASL_Films_Fest_2_0_7,prizes gift,47
Batch7/Sepsis_6_0_2,cultures,44
Batch5/Deaf_advocacy_and_9_0_6,progress,55
Batch9/Harry_Potter_Tag_6_0_11,ya,9
Batch4/Carb_Nets_Examples_3_0_1,fiber ok,31
aslized/unknown_male_1_1737,jasll,46
Batch6/AFA_Mission_LSL_Rally_3_0_0,co,17
Batch9/Math_Fantasy_Gender_13_0_2,patron or,32
Batch4/Carb_Nets_Examples_4_0_1,it,16
youtube_2/jessi_rogers_3445,matlin,37
Batch4/Can_Numbers_Be_Lexicalized_1_0_8,lexied,51
Batch5/CRTC_2013-155_Jodi_3_0_0,tty,26
Batch6/For_Pearlene_Utley_1_0_5,malls,19
Batch6/For_Pearlene_Utley_7_0_1,salmon,26
deafvideo_2/tar2006_1469,david,35
deafvideo_5/dirtyoldman55_6375,yahooo,53
deafvideo_5/kathyfans_6365,ok,16
deafvideo_3/wnoakley_4632,wifi,30
deafvideo_5/turnyourbrainon_7128,ok,7
Batch5/David_Geeslin-Community_0_0_2,david geeslin swup,111
youtube_2/nick_martin_3428,of da,26
Batch4/Disc_Golf_WeekendExperience_1_0_4,ape,20
Batch9/TEDxIslay-Wayne_Betts_Jr_8_0_1,dutch,31
Batch4/Disc_Golf_WeekendExperience_3_0_3,so,11
misc_2/genie_gertz_2879,audio,49
Batch6/1st_part-Intonation_in_6_0_1,anchoring,47
Batch9/Coffee_Chat_4_0_2,do,3
Batch6/1st_part-Intonation_in_8_0_0,stress,17
youtube_5/carrie_lou_garberoglio_6316,own,9
Batch4/Disc_Golf_WeekendExperience_11_0_2,nicedic,45
Batch9/Math_Fantasy_Gender_3_0_11,f,4
deafvideo_2/jamerica_1698,be,17
Batch5/Deaf_advocacy_and_0_0_3,magasm,32
Batch4/Carb_Nets_Examples_3_0_3,dietary fiber,57
Batch6/ASL_for_Bacteria_3_0_4,wall cell,27
Batch6/Approaches_to_Assessment_4_0_3,summative,34
Batch4/Disc_Golf_WeekendExperience_10_0_1,hole,14
deafvideo_5/deafvideotv_7260,eils,15
aslized/raychelle_harris_7001,asl,29
Batch9/TEDxIslay-Wayne_Betts_Jr_7_0_1,language,33
Batch5/Cyberbullying_Community_4_0_2,hood,16
Batch9/TEDxIslay-Wayne_Betts_Jr_6_0_0,rit,47
Batch6/For_Pearlene_Utley_1_0_0,diet,15
aslized/unknown_female_1_0317,asl,16
Batch4/CAN_DEAF_DRIVE_THRU_2_0_0,it,9
Batch6/For_Pearlene_Utley_11_0_6,ok ok ok,28
deafvideo_3/kathyfans_3468,debit,16
deafvideo_5/deafvideotv_7282,go big bad wolf,109
Batch9/Math_Fantasy_Gender_7_0_1,its,12
Batch4/Carb_Nets_Examples_14_0_7,atkins,41
deafvideo_4/lukass_5235,tum,12
Batch4/Disc_Golf_WeekendExperience_6_0_2,or,15
Batch5/Cyberbullying_Community_3_0_3,or,9
deafvideo_2/tar2006_1464,all,19
deafvideo_5/deafvideotv_7264,eil,9
Batch5/David_Geeslin-Community_12_0_2,injustice,51
youtube_4/amy_cohen_elfron_5775,la,21
Batch4/Carb_Nets_Examples_4_0_0,carb nets,52
Batch6/Act_Now_to_Protect_Schools_6_0_3,alert at,37
Batch6/Act_Now_to_Protect_Schools_4_0_0,link,29
deafvideo_3/kazio63_3503,txpu,16
Batch5/Deaf_Awareness_Month-William_1_0_2,kc kans,37
Batch6/For_Pearlene_Utley_1_0_3,so,7
youtube_1/joel_garcia_2858,arl,41
Batch6/For_Pearlene_Utley_8_0_6,gluten,19
Batch6/AFA_Mission_LSL_Rally_3_0_1,medel,52
youtube_5/amy_cohen_elfron_5779,bard of turstees,92
Batch9/TEDxIslay-Wayne_Betts_Jr_17_0_1,editing,24
aslized/tim_riker_0333,or,19
aslized/tim_riker_0328,grade,47
Batch5/DC_Earthquake_6_0_5,so,12
Batch6/Approaches_to_Assessment_1_0_2,grade,17
Batch5/Cyberbullying_Community_4_0_6,mi,6
Batch4/Carb_Nets_Examples_14_0_1,spinesh,30
Batch4/Disc_Golf_WeekendExperience_10_0_0,then,23
Batch7/Sepsis_1_0_0,cell,19
deafvideo_5/dirtyoldman55_6383,nascar,53
youtube_5/carrie_lou_garberoglio_6317,lens,22
youtube_5/david_o._reynolds_5801,nancy hlibok amann,83
Batch5/Deaf_advocacy_and_5_0_2,magm,28
deafvideo_3/wnoakley_4625,dvtv,31
Batch9/Harry_Potter_Tag_3_0_13,ravenclaw,26
Batch5/David_Geeslin-Community_7_0_4,be,5
Batch9/Harry_Potter_Tag_3_0_5,ok,7
youtube_1/guthrie_nutter_3222,fish,24
Batch5/David_Geeslin-Community_9_0_6,it,4
Batch4/Carb_Nets_Examples_5_0_3,ok,11
Batch5/DC_Earthquake_5_0_6,nyc,22
youtube_1/guthrie_nutter_3221,us,15
Batch4/Carb_Nets_Examples_15_0_4,meals,18
deafvideo_3/wnoakley_4640,lte,50
deafvideo_2/jamerica_1702,it,11
youtube_5/keith_nolan_6002,tako,38
Batch4/Disc_Golf_WeekendExperience_9_0_1,hol,9
Batch9/Fingerspelling-ASL_Ponderings_0_0_5,asl,15
aslized/tim_riker_0339,asl,25
Batch6/For_Pearlene_Utley_7_0_8,lime,21
Batch9/Politics_Sci-fi_and_Action_3_0_0,wrinkle,26
Batch6/AFA_Mission_LSL_Rally_9_0_0,asl,25
Batch4/Can_Numbers_Be_Lexicalized_0_0_9,unit,24
Batch5/David_Geeslin-Community_13_0_1,asl,13
Batch6/Approaches_to_Assessment_5_0_9,polatin,17
Batch5/CRTC_2013-155_Jodi_5_0_1,vrs,29
Batch9/Fingerspelling-ASL_Ponderings_0_0_3,is,22
Batch6/1st_part-Intonation_in_2_0_2,emotion affect effective,118
Batch9/Fingerspelling-ASL_Ponderings_5_0_4,diy,8
deafvideo_3/wnoakley_4657,taylor w wedb website,131
Batch5/DC_Earthquake_2_0_0,time but,27
Batch5/DC_Earthquake_12_0_1,leg,7
Batch9/Star_Wars_Day-VEDIM_7_0_11,sw,18
Batch5/Deaf_advocacy_and_2_0_3,icu,25
youtube_1/joel_garcia_2861,or,12
Batch5/DC_Earthquake_8_0_4,web,17
Batch4/Can_Numbers_Be_Lexicalized_1_0_0,al,11
Batch6/1st_part-Intonation_in_3_0_0,discourse marker,89
Batch6/Approaches_to_Assessment_5_0_5,act,29
deafvideo_5/shebaby_7082,star,20
Batch6/Act_Now_to_Protect_Schools_6_0_10,fb,22
Batch9/TEDxIslay-Wayne_Betts_Jr_6_0_2,language,42
Batch4/Disc_Golf_WeekendExperience_2_0_0,ape,15
Batch4/Carb_Nets_Examples_17_0_0,celery,45
deafvideo_1/daniel_lundberg_0979,biochemistry,56
Batch6/1st_part-Intonation_in_1_0_1,asl,13
Batch9/Harry_Potter_Tag_3_0_2,quiz,17
deafvideo_3/kathyfans_3458,prib choper,60
deafvideo_4/deafvideotv_5012,da,11
Batch9/TEDxIslay-Wayne_Betts_Jr_2_0_0,btd,21
Batch4/Carb_Nets_Examples_18_0_2,carb,15
aslized/tim_riker_0335,asl,39
Batch4/Can_Numbers_Be_Lexicalized_3_0_5,lex,14
youtube_5/david_o._reynolds_5818,asl,14
Batch5/Deaf_advocacy_and_4_0_6,nic,45
deafvideo_4/floridaaahh_5692,beach,17
Batch6/ASL_for_Bacteria_1_0_10,step,14
Batch6/AFA_Mission_LSL_Rally_4_0_6,h e i,34
deafvideo_3/kathyfans_3466,box,11
aslized/unknown_female_1_0308,jasll,28
Batch9/TEDxIslay-Wayne_Betts_Jr_7_0_8,cu,13
deafvideo_2/tar2006_1458,rally,30
Batch5/Deaf_Awareness_Month-William_5_0_1,kans,21
deafvideo_3/wnoakley_4638,dog dgoole,42
Batch5/CRTC_2013-155_Jodi_0_0_7,even,18
Batch6/Act_Now_to_Protect_Schools_6_0_7,tweets,32
deafvideo_3/wnoakley_4654,tablet,57
youtube_5/alicia_lane-outlaw_5827,hq,24
Batch4/Carb_Nets_Examples_10_0_1,fat,12
Batch7/An_Interview_with_Mike_Hoza_1_0_0,nest,25
Batch9/Coffee_Chat_0_0_0,is,7
youtube_5/alicia_lane-outlaw_5824,alicia,36
Batch9/Fingerspelling-ASL_Ponderings_4_0_0,the,18
deafvideo_5/deafvideotv_7265,so,10
Batch5/Cyberbullying_Community_3_0_7,victims,22
youtube_2/nick_martin_3410,the gazette,54
youtube_1/jason_hurdich_3157,sea,20
deafvideo_3/kazio63_3509,fb,13
Batch7/Sepsis_2_0_3,so,26
Batch9/Fingerspelling-ASL_Ponderings_4_0_3,gender,34
Batch6/AFA_Rally_2011_0_0_1,audism,80
Batch4/Carb_Nets_Examples_23_0_9,carb,20
deafvideo_4/floridaaahh_5688,body,20
Batch9/TEDxIslay-Wayne_Betts_Jr_7_0_6,ws,18
Batch5/David_Geeslin-Community_6_0_0,lack of,23
youtube_1/michael_hubbs_3139,ok,11
Batch4/Disc_Golf_WeekendExperience_5_0_2,fly board,98
Batch4/Can_Numbers_Be_Lexicalized_1_0_6,plastic,55
Batch4/Carb_Nets_Examples_13_0_5,lettuce,26
Batch6/Act_Now_to_Protect_Schools_2_0_2,models,24
Batch6/ASL_Morning_Message_4_0_1,oct,22
Batch4/Carb_Nets_Examples_22_0_6,fat,21
Batch6/ASL_Films_Fest_0_0_4,asl film fest,41
Batch4/Disc_Golf_WeekendExperience_2_0_5,ga canopy tour,65
youtube_5/carrie_lou_garberoglio_6315,data set,24
Batch6/2nd_part-Simultaneous_communication_impacts_2_0_3,asl,25
Batch6/AFA_Rally_2011_2_0_3,ag bell,30
Batch5/DC_Earthquake_5_0_7,panic,23
youtube_5/keith_nolan_6021,us,17
Batch9/Politics_Sci-fi_and_Action_2_0_1,do,7
Batch5/Cyberbullying_Community_4_0_1,victims,26
Batch5/DC_Earthquake_6_0_1,land,17
misc_2/genie_gertz_2936,humanity,48
Batch9/Coffee_Chat_1_0_3,asl,12
Batch5/CRTC_2013-155_Jodi_1_0_3,as,23
Batch6/Approaches_to_Assessment_4_0_0,hfm,5
Batch6/Approaches_to_Assessment_4_0_1,million,15
Batch6/AFA_Rally_2011_1_0_7,afa,23
deafvideo_1/daniel_lundberg_0966,organisms,52
Batch5/Cyberbullying_Community_0_0_3,fiasco,35
